type	name	value	zone	address	bytes	access	other
Factory	RTC_WPR	0x0	Memory	0x40002824	4	writeOnly	strong	
Factory	RTC_SSR	0x0	Memory	0x40002828	4	readOnly	strong	
Factory	RTC_SHIFTR	0x0	Memory	0x4000282c	4	writeOnly	strong	
Factory	RTC_TSTR	0x0	Memory	0x40002830	4	readOnly	strong	
Factory	RTC_TSDR	0x0	Memory	0x40002834	4	readOnly	strong	
Factory	RTC_TSSSR	0x0	Memory	0x40002838	4	readOnly	strong	
Factory	RTC_CALR	0x0	Memory	0x4000283c	4	readWrite	strong	
Factory	RTC_TAFCR	0x0	Memory	0x40002840	4	readWrite	strong	
Factory	RTC_ALRMASSR	0x0	Memory	0x40002844	4	readWrite	strong	
Factory	RTC_BKP0R	0x0	Memory	0x40002850	4	readWrite	strong	
Factory	RTC_BKP1R	0x0	Memory	0x40002854	4	readWrite	strong	
Factory	RTC_BKP2R	0x0	Memory	0x40002858	4	readWrite	strong	
Factory	RTC_BKP3R	0x0	Memory	0x4000285c	4	readWrite	strong	
Factory	RTC_BKP4R	0x0	Memory	0x40002860	4	readWrite	strong	
Factory	TIM15_CR1	0x0	Memory	0x40014000	4	readWrite	strong	
Factory	TIM15_CR2	0x0	Memory	0x40014004	4	readWrite	strong	
Factory	TIM15_SMCR	0x0	Memory	0x40014008	4	readWrite	strong	
Factory	TIM15_DIER	0x0	Memory	0x4001400c	4	readWrite	strong	
Factory	TIM15_SR	0x0	Memory	0x40014010	4	readWrite	strong	
Factory	TIM15_EGR	0x0	Memory	0x40014014	4	writeOnly	strong	
Factory	TIM15_CCMR1_Output	0x0	Memory	0x40014018	4	readWrite	strong	
Factory	TIM15_CCMR1_Input	0x0	Memory	0x40014018	4	readWrite	strong	
Factory	TIM15_CCER	0x0	Memory	0x40014020	4	readWrite	strong	
Factory	TIM15_CNT	0x0	Memory	0x40014024	4	readWrite	strong	
Factory	TIM15_PSC	0x0	Memory	0x40014028	4	readWrite	strong	
Factory	TIM15_ARR	0x0	Memory	0x4001402c	4	readWrite	strong	
Factory	TIM15_RCR	0x0	Memory	0x40014030	4	readWrite	strong	
Factory	TIM15_CCR1	0x0	Memory	0x40014034	4	readWrite	strong	
Factory	TIM15_CCR2	0x0	Memory	0x40014038	4	readWrite	strong	
Factory	TIM15_BDTR	0x0	Memory	0x40014044	4	readWrite	strong	
Factory	TIM15_DCR	0x0	Memory	0x40014048	4	readWrite	strong	
Factory	TIM15_DMAR	0x0	Memory	0x4001404c	4	readWrite	strong	
Factory	TIM16_CR1	0x0	Memory	0x40014400	4	readWrite	strong	
Factory	TIM16_CR2	0x0	Memory	0x40014404	4	readWrite	strong	
Factory	TIM16_DIER	0x0	Memory	0x4001440c	4	readWrite	strong	
Factory	TIM16_SR	0x0	Memory	0x40014410	4	readWrite	strong	
Factory	TIM16_EGR	0x0	Memory	0x40014414	4	writeOnly	strong	
Factory	TIM16_CCMR1_Output	0x0	Memory	0x40014418	4	readWrite	strong	
Factory	TIM16_CCMR1_Input	0x0	Memory	0x40014418	4	readWrite	strong	
Factory	TIM16_CCER	0x0	Memory	0x40014420	4	readWrite	strong	
Factory	TIM16_CNT	0x0	Memory	0x40014424	4	readWrite	strong	
Factory	TIM16_PSC	0x0	Memory	0x40014428	4	readWrite	strong	
Factory	TIM16_ARR	0x0	Memory	0x4001442c	4	readWrite	strong	
Factory	TIM16_RCR	0x0	Memory	0x40014430	4	readWrite	strong	
Factory	TIM16_CCR1	0x0	Memory	0x40014434	4	readWrite	strong	
Factory	TIM16_BDTR	0x0	Memory	0x40014444	4	readWrite	strong	
Factory	TIM16_DCR	0x0	Memory	0x40014448	4	readWrite	strong	
Factory	TIM16_DMAR	0x0	Memory	0x4001444c	4	readWrite	strong	
Factory	TIM17_CR1	0x0	Memory	0x40014800	4	readWrite	strong	
Factory	TIM17_CR2	0x0	Memory	0x40014804	4	readWrite	strong	
Factory	TIM17_DIER	0x0	Memory	0x4001480c	4	readWrite	strong	
Factory	TIM17_SR	0x0	Memory	0x40014810	4	readWrite	strong	
Factory	TIM17_EGR	0x0	Memory	0x40014814	4	writeOnly	strong	
Factory	TIM17_CCMR1_Output	0x0	Memory	0x40014818	4	readWrite	strong	
Factory	TIM17_CCMR1_Input	0x0	Memory	0x40014818	4	readWrite	strong	
Factory	TIM17_CCER	0x0	Memory	0x40014820	4	readWrite	strong	
Factory	TIM17_CNT	0x0	Memory	0x40014824	4	readWrite	strong	
Factory	TIM17_PSC	0x0	Memory	0x40014828	4	readWrite	strong	
Factory	TIM17_ARR	0x0	Memory	0x4001482c	4	readWrite	strong	
Factory	TIM17_RCR	0x0	Memory	0x40014830	4	readWrite	strong	
Factory	TIM17_CCR1	0x0	Memory	0x40014834	4	readWrite	strong	
Factory	TIM17_BDTR	0x0	Memory	0x40014844	4	readWrite	strong	
Factory	TIM17_DCR	0x0	Memory	0x40014848	4	readWrite	strong	
Factory	TIM17_DMAR	0x0	Memory	0x4001484c	4	readWrite	strong	
Factory	Flash_ACR	0x31	Memory	0x40022000	4	readWrite	strong	
Factory	Flash_KEYR	0x0	Memory	0x40022004	4	writeOnly	strong	
Factory	Flash_OPTKEYR	0x0	Memory	0x40022008	4	writeOnly	strong	
Factory	Flash_SR	0x0	Memory	0x4002200c	4	readWrite	strong	
Factory	Flash_CR	0x80	Memory	0x40022010	4	readWrite	strong	
Factory	Flash_AR	0x0	Memory	0x40022014	4	writeOnly	strong	
Factory	Flash_OBR	0xffffff00	Memory	0x4002201c	4	readOnly	strong	
Factory	Flash_WRPR	0xffffffff	Memory	0x40022020	4	readOnly	strong	
Factory	DBGMCU_IDCODE	0x10006444	Memory	0x40015800	4	readOnly	strong	
Factory	DBGMCU_CR	0x0	Memory	0x40015804	4	readWrite	strong	
Factory	DBGMCU_APB1_FZ	0x0	Memory	0x40015808	4	readWrite	strong	
Factory	DBGMCU_APB2_FZ	0x0	Memory	0x4001580c	4	readWrite	strong	
Factory	USB_EP0R	0x0	Memory	0x40005c00	4	readWrite	strong	
Factory	USB_EP1R	0x0	Memory	0x40005c04	4	readWrite	strong	
Factory	USB_EP2R	0x0	Memory	0x40005c08	4	readWrite	strong	
Factory	USB_EP3R	0x0	Memory	0x40005c0c	4	readWrite	strong	
Factory	USB_EP4R	0x0	Memory	0x40005c10	4	readWrite	strong	
Factory	USB_EP5R	0x0	Memory	0x40005c14	4	readWrite	strong	
Factory	USB_EP6R	0x0	Memory	0x40005c18	4	readWrite	strong	
Factory	USB_EP7R	0x0	Memory	0x40005c1c	4	readWrite	strong	
Factory	USB_CNTR	0x0	Memory	0x40005c40	4	readWrite	strong	
Factory	USB_ISTR	0x0	Memory	0x40005c44	4	readWrite	strong	
Factory	USB_FNR	0x0	Memory	0x40005c48	4	readOnly	strong	
Factory	USB_DADDR	0x0	Memory	0x40005c4c	4	readWrite	strong	
Factory	USB_BTABLE	0x0	Memory	0x40005c50	4	readWrite	strong	
Factory	USB_LPMCSR	0x0	Memory	0x40005c54	4	readWrite	strong	
Factory	USB_BCDR	0x0	Memory	0x40005c58	4	readWrite	strong	
Factory	SHCSR	0x0	Memory	0xe000ed24	4	readWrite	weak	
Factory	DFSR	0xb	Memory	0xe000ed30	4	readWrite	weak	
Factory	DHCSR	0x30003	Memory	0xe000edf0	4	readWrite	weak	
Factory	DCRSR	0x0	Memory	0xe000edf4	4	writeOnly	weak	
Factory	DCRDR	0x0	Memory	0xe000edf8	4	readWrite	weak	
Factory	DEMCR	0x1000401	Memory	0xe000edfc	4	readWrite	weak	
Factory	BP_CTRL	0x41	Memory	0xe0002000	4	readWrite	weak	
Factory	BP_COMP0	0x0	Memory	0xe0002008	4	readWrite	weak	
Factory	BP_COMP1	0x0	Memory	0xe000200c	4	readWrite	weak	
Factory	BP_COMP2	0x0	Memory	0xe0002010	4	readWrite	weak	
Factory	BP_COMP3	0x0	Memory	0xe0002014	4	readWrite	weak	
Factory	BP_PIDR4	0x4	Memory	0xe0002fd0	4	readOnly	weak	
Factory	BP_PIDR5	0x0	Memory	0xe0002fd4	4	readOnly	weak	
Factory	BP_PIDR6	0x0	Memory	0xe0002fd8	4	readOnly	weak	
Factory	BP_PIDR7	0x0	Memory	0xe0002fdc	4	readOnly	weak	
Factory	BP_PIDR0	0xb	Memory	0xe0002fe0	4	readOnly	weak	
Factory	BP_PIDR1	0xb0	Memory	0xe0002fe4	4	readOnly	weak	
Factory	BP_PIDR2	0xb	Memory	0xe0002fe8	4	readOnly	weak	
Factory	BP_PIDR3	0x0	Memory	0xe0002fec	4	readOnly	weak	
Factory	BP_CIDR0	0xd	Memory	0xe0002ff0	4	readOnly	weak	
Factory	BP_CIDR1	0xe0	Memory	0xe0002ff4	4	readOnly	weak	
Factory	BP_CIDR2	0x5	Memory	0xe0002ff8	4	readOnly	weak	
Factory	BP_CIDR3	0xb1	Memory	0xe0002ffc	4	readOnly	weak	
Factory	BP_LSR	0x0	Memory	0xe0002fb4	4	readOnly	weak	
Factory	BP_LAR	0x0	Memory	0xe0002fb0	4	writeOnly	weak	
Factory	DWT_CTRL	0x20000000	Memory	0xe0001000	4	readOnly	weak	
Factory	DWT_PCSR	0xffffffff	Memory	0xe000101c	4	readOnly	weak	
Factory	DWT_COMP0	0xffffffff	Memory	0xe0001020	4	readWrite	weak	
Factory	DWT_MASK0	0x1f	Memory	0xe0001024	4	readWrite	weak	
Factory	DWT_FUNCTION0	0x0	Memory	0xe0001028	4	readWrite	weak	
Factory	DWT_COMP1	0xffffffff	Memory	0xe0001030	4	readWrite	weak	
Factory	DWT_MASK1	0x1f	Memory	0xe0001034	4	readWrite	weak	
Factory	DWT_FUNCTION1	0x0	Memory	0xe0001038	4	readWrite	weak	
Factory	DWT_PIDR4	0x4	Memory	0xe0001fd0	4	readOnly	weak	
Factory	DWT_PIDR5	0x0	Memory	0xe0001fd4	4	readOnly	weak	
Factory	DWT_PIDR6	0x0	Memory	0xe0001fd8	4	readOnly	weak	
Factory	DWT_PIDR7	0x0	Memory	0xe0001fdc	4	readOnly	weak	
Factory	DWT_PIDR0	0xa	Memory	0xe0001fe0	4	readOnly	weak	
Factory	DWT_PIDR1	0xb0	Memory	0xe0001fe4	4	readOnly	weak	
Factory	DWT_PIDR2	0xb	Memory	0xe0001fe8	4	readOnly	weak	
Factory	DWT_PIDR3	0x0	Memory	0xe0001fec	4	readOnly	weak	
Factory	DWT_CIDR0	0xd	Memory	0xe0001ff0	4	readOnly	weak	
Factory	DWT_CIDR1	0xe0	Memory	0xe0001ff4	4	readOnly	weak	
Factory	DWT_CIDR2	0x5	Memory	0xe0001ff8	4	readOnly	weak	
Factory	DWT_CIDR3	0xb1	Memory	0xe0001ffc	4	readOnly	weak	
Factory	DWT_LSR	0x0	Memory	0xe0001fb4	4	readOnly	weak	
Factory	DWT_LAR	0x0	Memory	0xe0001fb0	4	writeOnly	weak	
Factory	ROM_SCS	0xfff0f003	Memory	0xe00ff000	4	readOnly	weak	
Factory	ROM_DWT	0xfff02003	Memory	0xe00ff004	4	readOnly	weak	
Factory	ROM_BPU	0xfff03003	Memory	0xe00ff008	4	readOnly	weak	
Factory	ROM_END	0x0	Memory	0xe00ff00c	4	readOnly	weak	
Factory	ROM_MEMTYPE	0x1	Memory	0xe00fffcc	4	readOnly	weak	
Factory	ROM_PIDR4	0x0	Memory	0xe00fffd0	4	readOnly	weak	
Factory	ROM_PIDR5	0x0	Memory	0xe00fffd4	4	readOnly	weak	
Factory	ROM_PIDR6	0x0	Memory	0xe00fffd8	4	readOnly	weak	
Factory	ROM_PIDR7	0x0	Memory	0xe00fffdc	4	readOnly	weak	
Factory	ROM_PIDR0	0x40	Memory	0xe00fffe0	4	readOnly	weak	
Factory	ROM_PIDR1	0x4	Memory	0xe00fffe4	4	readOnly	weak	
Factory	ROM_PIDR2	0xa	Memory	0xe00fffe8	4	readOnly	weak	
Factory	ROM_PIDR3	0x0	Memory	0xe00fffec	4	readOnly	weak	
Factory	ROM_CIDR0	0xd	Memory	0xe00ffff0	4	readOnly	weak	
Factory	ROM_CIDR1	0x10	Memory	0xe00ffff4	4	readOnly	weak	
Factory	ROM_CIDR2	0x5	Memory	0xe00ffff8	4	readOnly	weak	
Factory	ROM_CIDR3	0xb1	Memory	0xe00ffffc	4	readOnly	weak	
Factory	MPU_TYPE	0x0	Memory	0xe000ed90	4	readOnly	weak	
Factory	CPUID	0x410cc200	Memory	0xe000ed00	4	readOnly	weak	
Factory	ICSR	0xb	Memory	0xe000ed04	4	readWrite	weak	
Factory	VTOR	0x0	Memory	0xe000ed08	4	readWrite	weak	
Factory	AIRCR	0xfa050000	Memory	0xe000ed0c	4	readWrite	weak	
Factory	SCR	0x0	Memory	0xe000ed10	4	readWrite	weak	
Factory	CCR	0x208	Memory	0xe000ed14	4	readOnly	weak	
Factory	SHPR2	0x40000000	Memory	0xe000ed1c	4	readWrite	weak	
Factory	SHPR3	0xc00000	Memory	0xe000ed20	4	readWrite	weak	
Factory	ACTLR	0x0	Memory	0xe000e008	4	readWrite	weak	
Factory	SYST_CSR	0x10007	Memory	0xe000e010	4	readWrite	weak	
Factory	SYST_RVR	0xbb7f	Memory	0xe000e014	4	readWrite	weak	
Factory	SYST_CVR	0x3bbe	Memory	0xe000e018	4	readWrite	weak	
Factory	SYST_CALIB	0x40001770	Memory	0xe000e01c	4	readOnly	weak	
